"","kingdom","phylum","class","order","family","genus","species"
"ASV_7188",NA,NA,NA,NA,NA,NA,NA
"ASV_7189",NA,NA,NA,NA,NA,NA,NA
"ASV_7190",NA,NA,NA,NA,NA,NA,NA
"ASV_7191",NA,NA,NA,NA,NA,NA,NA
"ASV_7192",NA,NA,NA,NA,NA,NA,NA
"ASV_7193",NA,NA,NA,NA,NA,NA,NA
"ASV_7194",NA,NA,NA,NA,NA,NA,NA
"ASV_7195",NA,NA,NA,NA,NA,NA,NA
"ASV_7196",NA,NA,NA,NA,NA,NA,NA
"ASV_7197","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__atramentaria"
"ASV_7198",NA,NA,NA,NA,NA,NA,NA
"ASV_7199",NA,NA,NA,NA,NA,NA,NA
"ASV_7200","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Trametes","s__hirsuta"
"ASV_7201","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Parastagonospora",NA
"ASV_7202",NA,NA,NA,NA,NA,NA,NA
"ASV_7203","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Incrustoporiaceae","g__Skeletocutis","s__kuehneri"
"ASV_7204",NA,NA,NA,NA,NA,NA,NA
"ASV_7205","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae","g__Leuconeurospora",NA
"ASV_7206","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_7207",NA,NA,NA,NA,NA,NA,NA
"ASV_7208","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_7209","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Coniochaetales","f__Coniochaetaceae","g__Coniochaeta","s__verticillata"
"ASV_7210",NA,NA,NA,NA,NA,NA,NA
"ASV_7211",NA,NA,NA,NA,NA,NA,NA
"ASV_7212","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Paraboeremia","s__selaginellae"
"ASV_7213",NA,NA,NA,NA,NA,NA,NA
"ASV_7214","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Scutellinia","s__vitreola"
"ASV_7215",NA,NA,NA,NA,NA,NA,NA
"ASV_7216","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraconiothyrium","s__fuckelii"
"ASV_7217",NA,NA,NA,NA,NA,NA,NA
"ASV_7218","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Nothodactylariaceae","g__Nothodactylaria",NA
"ASV_7219",NA,NA,NA,NA,NA,NA,NA
"ASV_7220","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Crepidotaceae","g__Crepidotus","s__subverrucisporus"
"ASV_7221",NA,NA,NA,NA,NA,NA,NA
"ASV_7222",NA,NA,NA,NA,NA,NA,NA
"ASV_7223","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Irpex","s__lacteus"
"ASV_7224","k__Fungi","p__Basidiomycota","c__Microbotryomycetes","o__Microbotryomycetes_ord_Incertae_sedis","f__Chrysozymaceae","g__Fellozyma",NA
"ASV_7225",NA,NA,NA,NA,NA,NA,NA
"ASV_7226",NA,NA,NA,NA,NA,NA,NA
"ASV_7227",NA,NA,NA,NA,NA,NA,NA
"ASV_7228","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae","g__Lycoperdon",NA
"ASV_7229","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Sclerostagonospora",NA
"ASV_7230","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Lepiota","s__pyrochroa"
"ASV_7231","k__Fungi","p__Basidiomycota","c__Malasseziomycetes","o__Malasseziales","f__Malasseziaceae","g__Malassezia","s__globosa"
"ASV_7232",NA,NA,NA,NA,NA,NA,NA
"ASV_7233",NA,NA,NA,NA,NA,NA,NA
"ASV_7234",NA,NA,NA,NA,NA,NA,NA
"ASV_7235",NA,NA,NA,NA,NA,NA,NA
"ASV_7236",NA,NA,NA,NA,NA,NA,NA
"ASV_7237",NA,NA,NA,NA,NA,NA,NA
"ASV_7238","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Ganodermataceae","g__Ganoderma",NA
"ASV_7239",NA,NA,NA,NA,NA,NA,NA
"ASV_7240",NA,NA,NA,NA,NA,NA,NA
"ASV_7241",NA,NA,NA,NA,NA,NA,NA
"ASV_7242",NA,NA,NA,NA,NA,NA,NA
"ASV_7243",NA,NA,NA,NA,NA,NA,NA
"ASV_7244",NA,NA,NA,NA,NA,NA,NA
"ASV_7245",NA,NA,NA,NA,NA,NA,NA
"ASV_7246",NA,NA,NA,NA,NA,NA,NA
"ASV_7247",NA,NA,NA,NA,NA,NA,NA
"ASV_7248","k__Fungi","p__Basidiomycota","c__Spiculogloeomycetes","o__Spiculogloeales","f__Spiculogloeaceae","g__Phyllozyma",NA
"ASV_7249",NA,NA,NA,NA,NA,NA,NA
"ASV_7250",NA,NA,NA,NA,NA,NA,NA
"ASV_7251",NA,NA,NA,NA,NA,NA,NA
"ASV_7252","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Herpotrichiellaceae_gen_Incertae_sedis",NA
"ASV_7253",NA,NA,NA,NA,NA,NA,NA
"ASV_7254",NA,NA,NA,NA,NA,NA,NA
"ASV_7255","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae",NA,NA
"ASV_7256","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Polyporaceae","g__Pycnoporus",NA
"ASV_7257",NA,NA,NA,NA,NA,NA,NA
"ASV_7258","k__Fungi","p__Basidiomycota","c__Agaricomycetes",NA,NA,NA,NA
"ASV_7259","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Irpicaceae","g__Ceriporia","s__lacerata"
"ASV_7260",NA,NA,NA,NA,NA,NA,NA
"ASV_7261","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria",NA
"ASV_7262","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe",NA
"ASV_7263",NA,NA,NA,NA,NA,NA,NA
"ASV_7264","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe",NA
"ASV_7265",NA,NA,NA,NA,NA,NA,NA
"ASV_7266","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Phialophora","s__cyclaminis"
"ASV_7267","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Gastrosporiaceae","g__Gastrosporium",NA
"ASV_7268","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Amniculicolaceae","g__Murispora","s__fagicola"
"ASV_7269",NA,NA,NA,NA,NA,NA,NA
"ASV_7270",NA,NA,NA,NA,NA,NA,NA
"ASV_7271",NA,NA,NA,NA,NA,NA,NA
"ASV_7272",NA,NA,NA,NA,NA,NA,NA
"ASV_7273",NA,NA,NA,NA,NA,NA,NA
"ASV_7274",NA,NA,NA,NA,NA,NA,NA
"ASV_7275","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Auriculariales_fam_Incertae_sedis","g__Oliveonia",NA
"ASV_7276",NA,NA,NA,NA,NA,NA,NA
"ASV_7277","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Neocucurbitaria","s__juglandicola"
"ASV_7278",NA,NA,NA,NA,NA,NA,NA
"ASV_7279","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Stictidaceae","g__Eriospora",NA
"ASV_7280",NA,NA,NA,NA,NA,NA,NA
"ASV_7281","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Stropharia","s__hardii"
"ASV_7282","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Gloeophyllales","f__Gloeophyllaceae","g__Gloeophyllum","s__trabeum"
"ASV_7283",NA,NA,NA,NA,NA,NA,NA
"ASV_7284",NA,NA,NA,NA,NA,NA,NA
"ASV_7285","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrospora",NA
"ASV_7286",NA,NA,NA,NA,NA,NA,NA
"ASV_7287",NA,NA,NA,NA,NA,NA,NA
"ASV_7288",NA,NA,NA,NA,NA,NA,NA
"ASV_7289","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Stictidaceae",NA,NA
"ASV_7290","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis",NA
"ASV_7291",NA,NA,NA,NA,NA,NA,NA
"ASV_7292",NA,NA,NA,NA,NA,NA,NA
"ASV_7293",NA,NA,NA,NA,NA,NA,NA
"ASV_7294","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Amniculicolaceae","g__Murispora","s__kazachstanica"
"ASV_7295",NA,NA,NA,NA,NA,NA,NA
"ASV_7296","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus",NA
"ASV_7297","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia","s__tsunedae"
"ASV_7298",NA,NA,NA,NA,NA,NA,NA
"ASV_7299",NA,NA,NA,NA,NA,NA,NA
"ASV_7300","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella",NA
"ASV_7301",NA,NA,NA,NA,NA,NA,NA
"ASV_7302",NA,NA,NA,NA,NA,NA,NA
"ASV_7303","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__hiascens"
"ASV_7304","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraphaeosphaeria","s__sporulosa"
"ASV_7305",NA,NA,NA,NA,NA,NA,NA
"ASV_7306","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreaceae","g__Trichoderma","s__turrialbense"
"ASV_7307","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Magnaporthales","f__Magnaporthaceae","g__Magnaporthe",NA
"ASV_7308",NA,NA,NA,NA,NA,NA,NA
"ASV_7309",NA,NA,NA,NA,NA,NA,NA
"ASV_7310","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Podosporaceae","g__Triangularia","s__backusii"
"ASV_7311","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella",NA
"ASV_7312",NA,NA,NA,NA,NA,NA,NA
"ASV_7313","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Xylariaceae","g__Nemania","s__aenea"
"ASV_7314","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Deconica",NA
"ASV_7315",NA,NA,NA,NA,NA,NA,NA
"ASV_7316",NA,NA,NA,NA,NA,NA,NA
"ASV_7317",NA,NA,NA,NA,NA,NA,NA
"ASV_7318","k__Stramenopila","p__Ochrophyta","c__Bacillariophyceae","o__Naviculales","f__Naviculaceae","g__Navicula","s__cryptocephala"
"ASV_7319","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__albobadia"
"ASV_7320","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Omphalotaceae","g__Gymnopus","s__junquilleus"
"ASV_7321",NA,NA,NA,NA,NA,NA,NA
"ASV_7322",NA,NA,NA,NA,NA,NA,NA
"ASV_7323",NA,NA,NA,NA,NA,NA,NA
"ASV_7324",NA,NA,NA,NA,NA,NA,NA
"ASV_7325","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Ophiosphaerella","s__taiwanica"
"ASV_7326",NA,NA,NA,NA,NA,NA,NA
"ASV_7327",NA,NA,NA,NA,NA,NA,NA
"ASV_7328",NA,NA,NA,NA,NA,NA,NA
"ASV_7329",NA,NA,NA,NA,NA,NA,NA
"ASV_7330",NA,NA,NA,NA,NA,NA,NA
"ASV_7331",NA,NA,NA,NA,NA,NA,NA
"ASV_7332","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_7333","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Marcelleina","s__rickii"
"ASV_7334",NA,NA,NA,NA,NA,NA,NA
"ASV_7335",NA,NA,NA,NA,NA,NA,NA
"ASV_7336",NA,NA,NA,NA,NA,NA,NA
"ASV_7337",NA,NA,NA,NA,NA,NA,NA
"ASV_7338",NA,NA,NA,NA,NA,NA,NA
"ASV_7339",NA,NA,NA,NA,NA,NA,NA
"ASV_7340","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae",NA,NA
"ASV_7341",NA,NA,NA,NA,NA,NA,NA
"ASV_7342","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae","g__Clonostachys","s__miodochialis"
"ASV_7343",NA,NA,NA,NA,NA,NA,NA
"ASV_7344","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Ostropales","f__Stictidaceae","g__Eriospora",NA
"ASV_7345","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Naemateliaceae","g__Dimennazyma","s__cisti-albidi"
"ASV_7346",NA,NA,NA,NA,NA,NA,NA
"ASV_7347",NA,NA,NA,NA,NA,NA,NA
"ASV_7348","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Orbilia","s__multiformis"
"ASV_7349",NA,NA,NA,NA,NA,NA,NA
"ASV_7350",NA,NA,NA,NA,NA,NA,NA
"ASV_7351",NA,NA,NA,NA,NA,NA,NA
"ASV_7352","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pezizales_fam_Incertae_sedis","g__Trichobolus",NA
"ASV_7353",NA,NA,NA,NA,NA,NA,NA
"ASV_7354",NA,NA,NA,NA,NA,NA,NA
"ASV_7355",NA,NA,NA,NA,NA,NA,NA
"ASV_7356","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales",NA,NA,NA
"ASV_7357","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Radulomycetaceae","g__Radulomyces",NA
"ASV_7358",NA,NA,NA,NA,NA,NA,NA
"ASV_7359","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae",NA,NA
"ASV_7360","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Schizophyllaceae","g__Schizophyllum","s__commune"
"ASV_7361",NA,NA,NA,NA,NA,NA,NA
"ASV_7362","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales",NA,NA,NA
"ASV_7363",NA,NA,NA,NA,NA,NA,NA
"ASV_7364",NA,NA,NA,NA,NA,NA,NA
"ASV_7365","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Hypocreales_fam_Incertae_sedis",NA,NA
"ASV_7366",NA,NA,NA,NA,NA,NA,NA
"ASV_7367","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Coniosporium",NA
"ASV_7368",NA,NA,NA,NA,NA,NA,NA
"ASV_7369",NA,NA,NA,NA,NA,NA,NA
"ASV_7370",NA,NA,NA,NA,NA,NA,NA
"ASV_7371",NA,NA,NA,NA,NA,NA,NA
"ASV_7372",NA,NA,NA,NA,NA,NA,NA
"ASV_7373",NA,NA,NA,NA,NA,NA,NA
"ASV_7374",NA,NA,NA,NA,NA,NA,NA
"ASV_7375","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Pervetustaceae","g__Pervetustus",NA
"ASV_7376",NA,NA,NA,NA,NA,NA,NA
"ASV_7377","k__Fungi","p__Glomeromycota","c__Paraglomeromycetes","o__Paraglomerales","f__Pervetustaceae","g__Pervetustus",NA
"ASV_7378",NA,NA,NA,NA,NA,NA,NA
"ASV_7379","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella",NA
"ASV_7380",NA,NA,NA,NA,NA,NA,NA
"ASV_7381",NA,NA,NA,NA,NA,NA,NA
"ASV_7382",NA,NA,NA,NA,NA,NA,NA
"ASV_7383",NA,NA,NA,NA,NA,NA,NA
"ASV_7384",NA,NA,NA,NA,NA,NA,NA
"ASV_7385",NA,NA,NA,NA,NA,NA,NA
"ASV_7386","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Filobasidiales","f__Filobasidiaceae","g__Heterocephalacria",NA
"ASV_7387","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricales_fam_Incertae_sedis","g__Granulobasidium","s__vellereum"
"ASV_7388","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Buckleyzymaceae","g__Buckleyzyma","s__aurantiaca"
"ASV_7389",NA,NA,NA,NA,NA,NA,NA
"ASV_7390",NA,NA,NA,NA,NA,NA,NA
"ASV_7391","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia",NA
"ASV_7392","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Psathyrella",NA
"ASV_7393","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae",NA,NA
"ASV_7394","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma",NA
"ASV_7395","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__angulatus"
"ASV_7396","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Helotiaceae","g__Helotiaceae_gen_Incertae_sedis",NA
"ASV_7397","k__Stramenopila","p__Ochrophyta","c__Bacillariophyceae","o__Naviculales","f__Naviculaceae","g__Navicula",NA
"ASV_7398",NA,NA,NA,NA,NA,NA,NA
"ASV_7399",NA,NA,NA,NA,NA,NA,NA
"ASV_7400","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hymenogastraceae","g__Hebeloma","s__cavipes"
"ASV_7401",NA,NA,NA,NA,NA,NA,NA
"ASV_7402","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae",NA,NA
"ASV_7403","k__Fungi",NA,NA,NA,NA,NA,NA
"ASV_7404",NA,NA,NA,NA,NA,NA,NA
"ASV_7405","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Coniosporium","s__apollinis"
"ASV_7406",NA,NA,NA,NA,NA,NA,NA
"ASV_7407","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales",NA,NA,NA
"ASV_7408","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Parasola",NA
"ASV_7409","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Wettsteinina",NA
"ASV_7410","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Trimorphomycetaceae","g__Saitozyma",NA
"ASV_7411","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium",NA
"ASV_7412",NA,NA,NA,NA,NA,NA,NA
"ASV_7413","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Stachybotryaceae","g__Alfaria","s__ossiformis"
"ASV_7414",NA,NA,NA,NA,NA,NA,NA
"ASV_7415",NA,NA,NA,NA,NA,NA,NA
"ASV_7416",NA,NA,NA,NA,NA,NA,NA
"ASV_7417",NA,NA,NA,NA,NA,NA,NA
"ASV_7418","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__cinereopallidus"
"ASV_7419","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"ASV_7420","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae",NA,NA
"ASV_7421","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiales","f__Cystobasidiaceae","g__Cystobasidiaceae_gen_Incertae_sedis",NA
"ASV_7422","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae",NA,NA
"ASV_7423",NA,NA,NA,NA,NA,NA,NA
"ASV_7424",NA,NA,NA,NA,NA,NA,NA
"ASV_7425",NA,NA,NA,NA,NA,NA,NA
"ASV_7426","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Chaetomiaceae","g__Trichocladium",NA
"ASV_7427","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Acarosporales","f__Acarosporaceae",NA,NA
"ASV_7428",NA,NA,NA,NA,NA,NA,NA
"ASV_7429","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Crepidotaceae","g__Crepidotus","s__subverrucisporus"
"ASV_7430","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phanerochaete","s__rhodella"
"ASV_7431",NA,NA,NA,NA,NA,NA,NA
"ASV_7432",NA,NA,NA,NA,NA,NA,NA
"ASV_7433","k__Fungi","p__Basidiomycota","c__Wallemiomycetes","o__Wallemiales","f__Wallemiaceae","g__Wallemia","s__canadensis"
"ASV_7434",NA,NA,NA,NA,NA,NA,NA
"ASV_7435","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum","s__dolomiticum"
"ASV_7436",NA,NA,NA,NA,NA,NA,NA
"ASV_7437","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Leptosphaeriaceae","g__Plenodomus","s__changchunensis"
"ASV_7438",NA,NA,NA,NA,NA,NA,NA
"ASV_7439",NA,NA,NA,NA,NA,NA,NA
"ASV_7440",NA,NA,NA,NA,NA,NA,NA
"ASV_7441","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Erythrobasidiales","f__Erythrobasidiaceae","g__Erythrobasidium","s__hasegawae"
"ASV_7442",NA,NA,NA,NA,NA,NA,NA
"ASV_7443",NA,NA,NA,NA,NA,NA,NA
"ASV_7444",NA,NA,NA,NA,NA,NA,NA
"ASV_7445",NA,NA,NA,NA,NA,NA,NA
"ASV_7446",NA,NA,NA,NA,NA,NA,NA
"ASV_7447","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Dermateaceae","g__Coleophoma",NA
"ASV_7448",NA,NA,NA,NA,NA,NA,NA
"ASV_7449","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Stemphylium",NA
"ASV_7450","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella",NA
"ASV_7451","k__Fungi","p__Ascomycota","c__Pezizomycotina_cls_Incertae_sedis","o__Pezizomycotina_ord_Incertae_sedis","f__Pezizomycotina_fam_Incertae_sedis","g__Tricellula",NA
"ASV_7452",NA,NA,NA,NA,NA,NA,NA
"ASV_7453",NA,NA,NA,NA,NA,NA,NA
"ASV_7454","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Lachnocladiaceae","g__Dichostereum",NA
"ASV_7455",NA,NA,NA,NA,NA,NA,NA
"ASV_7456","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Pluteaceae","g__Pluteus",NA
"ASV_7457","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis",NA
"ASV_7458","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Conocybe","s__fuscimarginata"
"ASV_7459",NA,NA,NA,NA,NA,NA,NA
"ASV_7460","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinaceae","g__Sebacina",NA
"ASV_7461","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae",NA,NA
"ASV_7462",NA,NA,NA,NA,NA,NA,NA
"ASV_7463","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales","f__Sebacinaceae","g__Efibulobasidium",NA
"ASV_7464","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Pyrenochaeta",NA
"ASV_7465",NA,NA,NA,NA,NA,NA,NA
"ASV_7466",NA,NA,NA,NA,NA,NA,NA
"ASV_7467",NA,NA,NA,NA,NA,NA,NA
"ASV_7468",NA,NA,NA,NA,NA,NA,NA
"ASV_7469","k__Stramenopila","p__Oomycota","c__Oomycetes","o__Peronosporales","f__Peronosporales_fam_Incertae_sedis","g__Phytophthora",NA
"ASV_7470","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiostomataceae",NA,NA
"ASV_7471",NA,NA,NA,NA,NA,NA,NA
"ASV_7472",NA,NA,NA,NA,NA,NA,NA
"ASV_7473",NA,NA,NA,NA,NA,NA,NA
"ASV_7474",NA,NA,NA,NA,NA,NA,NA
"ASV_7475","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraconiothyrium",NA
"ASV_7476","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Radulomycetaceae","g__Radulomyces",NA
"ASV_7477","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__tephrensis"
"ASV_7478",NA,NA,NA,NA,NA,NA,NA
"ASV_7479",NA,NA,NA,NA,NA,NA,NA
"ASV_7480",NA,NA,NA,NA,NA,NA,NA
"ASV_7481",NA,NA,NA,NA,NA,NA,NA
"ASV_7482",NA,NA,NA,NA,NA,NA,NA
"ASV_7483",NA,NA,NA,NA,NA,NA,NA
"ASV_7484",NA,NA,NA,NA,NA,NA,NA
"ASV_7485",NA,NA,NA,NA,NA,NA,NA
"ASV_7486",NA,NA,NA,NA,NA,NA,NA
"ASV_7487",NA,NA,NA,NA,NA,NA,NA
"ASV_7488","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__pseudofriesii"
"ASV_7489",NA,NA,NA,NA,NA,NA,NA
"ASV_7490",NA,NA,NA,NA,NA,NA,NA
