"","ASV","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"5732","ASV_5732","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Calonectria","s__quinqueseptata"
"5733","ASV_5733","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Cystofilobasidiales","f__Cystofilobasidiaceae","g__Cystofilobasidium",NA
"5734","ASV_5734","k__Fungi",NA,NA,NA,NA,NA,NA
"5735","ASV_5735",NA,NA,NA,NA,NA,NA,NA
"5736","ASV_5736",NA,NA,NA,NA,NA,NA,NA
"5737","ASV_5737","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma","s__chrysanthemicola"
"5738","ASV_5738",NA,NA,NA,NA,NA,NA,NA
"5739","ASV_5739","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Acarosporales","f__Acarosporaceae","g__Acarosporaceae_gen_Incertae_sedis",NA
"5740","ASV_5740","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Clavicipitaceae","g__Metacordyceps",NA
"5741","ASV_5741","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Lycoperdaceae",NA,NA
"5742","ASV_5742",NA,NA,NA,NA,NA,NA,NA
"5743","ASV_5743","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Phallaceae","g__Lysurus","s__cruciatus"
"5744","ASV_5744","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraloratospora","s__gahniae"
"5745","ASV_5745","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Xenasmataceae","g__Xenasma","s__praeteritum"
"5746","ASV_5746",NA,NA,NA,NA,NA,NA,NA
"5747","ASV_5747",NA,NA,NA,NA,NA,NA,NA
"5748","ASV_5748",NA,NA,NA,NA,NA,NA,NA
"5749","ASV_5749",NA,NA,NA,NA,NA,NA,NA
"5750","ASV_5750","k__Fungi",NA,NA,NA,NA,NA,NA
"5751","ASV_5751","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Myriangiales","f__Myriangiales_fam_Incertae_sedis","g__Myriangiales_gen_Incertae_sedis",NA
"5752","ASV_5752",NA,NA,NA,NA,NA,NA,NA
"5753","ASV_5753","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum","s__kuharii"
"5754","ASV_5754","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae",NA,NA
"5755","ASV_5755","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraconiothyrium","s__fuckelii"
"5756","ASV_5756","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","g__Calyptella","s__capula"
"5757","ASV_5757",NA,NA,NA,NA,NA,NA,NA
"5758","ASV_5758","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales",NA,NA,NA
"5759","ASV_5759",NA,NA,NA,NA,NA,NA,NA
"5760","ASV_5760",NA,NA,NA,NA,NA,NA,NA
"5761","ASV_5761","k__Fungi","p__Basidiomycota","c__Basidiomycota_cls_Incertae_sedis","o__Basidiomycota_ord_Incertae_sedis","f__Basidiomycota_fam_Incertae_sedis","g__Basidiomycota_gen_Incertae_sedis",NA
"5762","ASV_5762",NA,NA,NA,NA,NA,NA,NA
"5763","ASV_5763",NA,NA,NA,NA,NA,NA,NA
"5764","ASV_5764",NA,NA,NA,NA,NA,NA,NA
"5765","ASV_5765","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Phanerochaetaceae","g__Phlebiopsis","s__flavidoalba"
"5766","ASV_5766","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lophiotremataceae","g__Atrocalyx","s__lignicola"
"5767","ASV_5767","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Phaffomycetaceae","g__Cyberlindnera","s__maritima"
"5768","ASV_5768","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma","s__chrysanthemicola"
"5769","ASV_5769","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Peltigerales","f__Pannariaceae",NA,NA
"5770","ASV_5770","k__Fungi",NA,NA,NA,NA,NA,NA
"5771","ASV_5771","k__Fungi","p__Basidiomycota","c__Basidiomycota_cls_Incertae_sedis","o__Basidiomycota_ord_Incertae_sedis","f__Basidiomycota_fam_Incertae_sedis","g__Basidiomycota_gen_Incertae_sedis",NA
"5772","ASV_5772","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mytilinidiales","f__Mytilinidiales_fam_Incertae_sedis","g__Halokirschsteiniothelia",NA
"5773","ASV_5773","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Sebacinales",NA,NA,NA
"5774","ASV_5774","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Lepiota","s__erminea"
"5775","ASV_5775",NA,NA,NA,NA,NA,NA,NA
"5776","ASV_5776","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Mytilinidiales","f__Mytilinidiales_fam_Incertae_sedis","g__Halokirschsteiniothelia",NA
"5777","ASV_5777","k__Cryptista","p__Katablepharidophyta","c__Katablepharidophyta_cls_Incertae_sedis","o__Katablepharidophyta_ord_Incertae_sedis","f__Katablepharidophyta_fam_Incertae_sedis","g__Katablepharidophyta_gen_Incertae_sedis",NA
"5778","ASV_5778","k__Fungi","p__Blastocladiomycota","c__Blastocladiomycota_cls_Incertae_sedis","o__Blastocladiomycota_ord_Incertae_sedis","f__Blastocladiomycota_fam_Incertae_sedis","g__Blastocladiomycota_gen_Incertae_sedis",NA
"5779","ASV_5779","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Strophariaceae","g__Deconica",NA
"5780","ASV_5780","k__Stramenopila","p__Ochrophyta","c__Eustigmatophyceae","o__Eustigmatales","f__Eustigmataceae","g__Eustigmatos",NA
"5781","ASV_5781",NA,NA,NA,NA,NA,NA,NA
"5782","ASV_5782",NA,NA,NA,NA,NA,NA,NA
"5783","ASV_5783","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Sclerotiniaceae","g__Clarireedia","s__bennettii"
"5784","ASV_5784","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Ganodermataceae","g__Ganoderma","s__meredithiae"
"5785","ASV_5785","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Coniosporium",NA
"5786","ASV_5786",NA,NA,NA,NA,NA,NA,NA
"5787","ASV_5787","k__Fungi",NA,NA,NA,NA,NA,NA
"5788","ASV_5788",NA,NA,NA,NA,NA,NA,NA
"5789","ASV_5789",NA,NA,NA,NA,NA,NA,NA
"5790","ASV_5790",NA,NA,NA,NA,NA,NA,NA
"5791","ASV_5791","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Trechisporales","f__Hydnodontaceae","g__Subulicystidium",NA
"5792","ASV_5792",NA,NA,NA,NA,NA,NA,NA
"5793","ASV_5793",NA,NA,NA,NA,NA,NA,NA
"5794","ASV_5794","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Bombardiaceae","g__Ramophialophora",NA
"5795","ASV_5795","k__Fungi",NA,NA,NA,NA,NA,NA
"5796","ASV_5796","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Montagnula",NA
"5797","ASV_5797","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Hyphodermataceae","g__Hyphoderma","s__variolosum"
"5798","ASV_5798",NA,NA,NA,NA,NA,NA,NA
"5799","ASV_5799","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Cordycipitaceae","g__Cordycipitaceae_gen_Incertae_sedis",NA
"5800","ASV_5800","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Annulatascales",NA,NA,NA
"5801","ASV_5801","k__Fungi","p__Basidiomycota","c__Agaricomycotina_cls_Incertae_sedis","o__Agaricomycotina_ord_Incertae_sedis","f__Agaricomycotina_fam_Incertae_sedis","g__Agaricomycotina_gen_Incertae_sedis",NA
"5802","ASV_5802","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Pseudosperma","s__aureocitrinum"
"5803","ASV_5803",NA,NA,NA,NA,NA,NA,NA
"5804","ASV_5804","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Lasiosphaeris",NA
"5805","ASV_5805",NA,NA,NA,NA,NA,NA,NA
"5806","ASV_5806","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae","g__Tubeufia","s__helicomyces"
"5807","ASV_5807","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Tubeufiales","f__Tubeufiaceae","g__Neohelicomyces",NA
"5808","ASV_5808","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella",NA
"5809","ASV_5809","k__Fungi","p__Ascomycota","c__Saccharomycetes","o__Saccharomycetales","f__Trichomonascaceae","g__Blastobotrys","s__farinosus"
"5810","ASV_5810",NA,NA,NA,NA,NA,NA,NA
"5811","ASV_5811",NA,NA,NA,NA,NA,NA,NA
"5812","ASV_5812",NA,NA,NA,NA,NA,NA,NA
"5813","ASV_5813",NA,NA,NA,NA,NA,NA,NA
"5814","ASV_5814","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma","s__byssisedum"
"5815","ASV_5815","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","g__Dactylella","s__intermedia"
"5816","ASV_5816",NA,NA,NA,NA,NA,NA,NA
"5817","ASV_5817",NA,NA,NA,NA,NA,NA,NA
"5818","ASV_5818",NA,NA,NA,NA,NA,NA,NA
"5819","ASV_5819",NA,NA,NA,NA,NA,NA,NA
"5820","ASV_5820","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Parasola","s__setulosa"
"5821","ASV_5821","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Hymenochaetales","f__Schizoporaceae","g__Xylodon","s__sambuci"
"5822","ASV_5822","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella","s__rishikesha"
"5823","ASV_5823","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__albobadia"
"5824","ASV_5824","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales",NA,NA,NA
"5825","ASV_5825","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Dioszegia","s__takashimae"
"5826","ASV_5826","k__Stramenopila","p__Oomycota","c__Oomycetes",NA,NA,NA,NA
"5827","ASV_5827",NA,NA,NA,NA,NA,NA,NA
"5828","ASV_5828",NA,NA,NA,NA,NA,NA,NA
"5829","ASV_5829","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Entolomataceae","g__Entoloma","s__byssisedum"
"5830","ASV_5830","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Bionectriaceae","g__Protocreopsis","s__phormiicola"
"5831","ASV_5831","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraconiothyrium",NA
"5832","ASV_5832","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Stagonosporopsis",NA
"5833","ASV_5833","k__Fungi","p__Basidiomycota","c__Geminibasidiomycetes","o__Geminibasidiales","f__Geminibasidiaceae","g__Geminibasidium",NA
"5834","ASV_5834",NA,NA,NA,NA,NA,NA,NA
"5835","ASV_5835","k__Fungi",NA,NA,NA,NA,NA,NA
"5836","ASV_5836",NA,NA,NA,NA,NA,NA,NA
"5837","ASV_5837",NA,NA,NA,NA,NA,NA,NA
"5838","ASV_5838","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Ganodermataceae","g__Ganoderma","s__sessile"
"5839","ASV_5839","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Lentitheciaceae","g__Lentitheciaceae_gen_Incertae_sedis",NA
"5840","ASV_5840","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__strossmayeri"
"5841","ASV_5841","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Calloriaceae","g__Calloriaceae_gen_Incertae_sedis",NA
"5842","ASV_5842","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus","s__domesticus"
"5843","ASV_5843","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Marasmiaceae","g__Marasmius",NA
"5844","ASV_5844",NA,NA,NA,NA,NA,NA,NA
"5845","ASV_5845","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe","s__aeruginascens"
"5846","ASV_5846","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma",NA
"5847","ASV_5847","k__Fungi","p__Mortierellomycota","c__Mortierellomycetes","o__Mortierellales","f__Mortierellaceae","g__Mortierella",NA
"5848","ASV_5848",NA,NA,NA,NA,NA,NA,NA
"5849","ASV_5849","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Stagonosporopsis",NA
"5850","ASV_5850","k__Fungi","p__Ascomycota","c__Pezizomycotina_cls_Incertae_sedis","o__Pezizomycotina_ord_Incertae_sedis","f__Pezizomycotina_fam_Incertae_sedis","g__Kostermansinda","s__minima"
"5851","ASV_5851","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Sclerococcales","f__Dactylosporaceae","g__Dactylosporaceae_gen_Incertae_sedis",NA
"5852","ASV_5852","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Sordariales","f__Lasiosphaeriaceae","g__Lasiosphaeriaceae_gen_Incertae_sedis",NA
"5853","ASV_5853","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Parafenestella",NA
"5854","ASV_5854","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Acrospermales","f__Acrospermales_fam_Incertae_sedis","g__Leptodiscella","s__africana"
"5855","ASV_5855","k__Fungi",NA,NA,NA,NA,NA,NA
"5856","ASV_5856","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Inocybaceae","g__Inocybe","s__margaritispora"
"5857","ASV_5857","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Geastraceae","g__Geastrum",NA
"5858","ASV_5858",NA,NA,NA,NA,NA,NA,NA
"5859","ASV_5859",NA,NA,NA,NA,NA,NA,NA
"5860","ASV_5860","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleraceae","g__Genolevuria","s__pseudoamylolytica"
"5861","ASV_5861","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"5862","ASV_5862",NA,NA,NA,NA,NA,NA,NA
"5863","ASV_5863","k__Fungi",NA,NA,NA,NA,NA,NA
"5864","ASV_5864","k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Naohideales","f__Naohideaceae","g__Naohidea","s__sebacea"
"5865","ASV_5865",NA,NA,NA,NA,NA,NA,NA
"5866","ASV_5866",NA,NA,NA,NA,NA,NA,NA
"5867","ASV_5867","k__Fungi","p__Basidiomycota","c__Basidiomycota_cls_Incertae_sedis","o__Basidiomycota_ord_Incertae_sedis","f__Basidiomycota_fam_Incertae_sedis","g__Basidiomycota_gen_Incertae_sedis",NA
"5868","ASV_5868","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora",NA
"5869","ASV_5869",NA,NA,NA,NA,NA,NA,NA
"5870","ASV_5870","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Verrucariales","f__Verrucariaceae","g__Verrucaria","s__muralis"
"5871","ASV_5871","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Ascodesmidaceae","g__Cephaliophora",NA
"5872","ASV_5872",NA,NA,NA,NA,NA,NA,NA
"5873","ASV_5873","k__Fungi",NA,NA,NA,NA,NA,NA
"5874","ASV_5874",NA,NA,NA,NA,NA,NA,NA
"5875","ASV_5875","k__Fungi","p__Basidiomycota","c__Agaricomycotina_cls_Incertae_sedis","o__Agaricomycotina_ord_Incertae_sedis","f__Agaricomycotina_fam_Incertae_sedis","g__Agaricomycotina_gen_Incertae_sedis",NA
"5876","ASV_5876","k__Fungi","p__Neocallimastigomycota","c__Neocallimastigomycota_cls_Incertae_sedis","o__Neocallimastigomycota_ord_Incertae_sedis","f__Neocallimastigomycota_fam_Incertae_sedis","g__Neocallimastigomycota_gen_Incertae_sedis",NA
"5877","ASV_5877","k__Fungi","p__Ascomycota","c__Geoglossomycetes","o__Geoglossales","f__Geoglossaceae","g__Trichoglossum",NA
"5878","ASV_5878",NA,NA,NA,NA,NA,NA,NA
"5879","ASV_5879","k__Fungi",NA,NA,NA,NA,NA,NA
"5880","ASV_5880",NA,NA,NA,NA,NA,NA,NA
"5881","ASV_5881",NA,NA,NA,NA,NA,NA,NA
"5882","ASV_5882","k__Fungi","p__Ascomycota","c__Geoglossomycetes","o__Geoglossales","f__Geoglossales_fam_Incertae_sedis","g__Geoglossales_gen_Incertae_sedis",NA
"5883","ASV_5883","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Porodiplodiaceae","g__Porodiplodia",NA
"5884","ASV_5884",NA,NA,NA,NA,NA,NA,NA
"5885","ASV_5885","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales","f__Corticiaceae","g__Waitea","s__arvalis"
"5886","ASV_5886","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae",NA,NA
"5887","ASV_5887",NA,NA,NA,NA,NA,NA,NA
"5888","ASV_5888",NA,NA,NA,NA,NA,NA,NA
"5889","ASV_5889",NA,NA,NA,NA,NA,NA,NA
"5890","ASV_5890",NA,NA,NA,NA,NA,NA,NA
"5891","ASV_5891",NA,NA,NA,NA,NA,NA,NA
"5892","ASV_5892",NA,NA,NA,NA,NA,NA,NA
"5893","ASV_5893","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Hymenogastraceae","g__Hymenogaster",NA
"5894","ASV_5894",NA,NA,NA,NA,NA,NA,NA
"5895","ASV_5895","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Polyporales","f__Meruliaceae",NA,NA
"5896","ASV_5896",NA,NA,NA,NA,NA,NA,NA
"5897","ASV_5897","k__Fungi","p__Basidiomycota",NA,NA,NA,NA,NA
"5898","ASV_5898",NA,NA,NA,NA,NA,NA,NA
"5899","ASV_5899","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Clathraceae","g__Protubera",NA
"5900","ASV_5900","k__Fungi",NA,NA,NA,NA,NA,NA
"5901","ASV_5901",NA,NA,NA,NA,NA,NA,NA
"5902","ASV_5902","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinellus",NA
"5903","ASV_5903","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Trichopeziza","s__mollissima"
"5904","ASV_5904","k__Fungi","p__Rozellomycota","c__Rozellomycotina_cls_Incertae_sedis","o__GS11","f__GS11_fam_Incertae_sedis","g__GS11_gen_Incertae_sedis",NA
"5905","ASV_5905",NA,NA,NA,NA,NA,NA,NA
"5906","ASV_5906",NA,NA,NA,NA,NA,NA,NA
"5907","ASV_5907","k__Fungi","p__Kickxellomycota","c__Ramicandelaberomycetes","o__Ramicandelaberales","f__Ramicandelaberaceae","g__Ramicandelaberaceae_gen_Incertae_sedis",NA
"5908","ASV_5908","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Auriculariales","f__Exidiaceae",NA,NA
"5909","ASV_5909","k__Rhizaria","p__Cercozoa","c__Cercozoa_cls_Incertae_sedis","o__Cercozoa_ord_Incertae_sedis","f__Cercozoa_fam_Incertae_sedis","g__Cercozoa_gen_Incertae_sedis",NA
"5910","ASV_5910","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Acrocalymmaceae","g__Acrocalymma","s__pterocarpi"
"5911","ASV_5911","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Lachnocladiaceae","g__Dichostereum",NA
"5912","ASV_5912",NA,NA,NA,NA,NA,NA,NA
"5913","ASV_5913","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Diaporthales","f__Gnomoniaceae","g__Ophiognomonia",NA
"5914","ASV_5914","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Corticiales",NA,NA,NA
"5915","ASV_5915","k__Fungi",NA,NA,NA,NA,NA,NA
"5916","ASV_5916",NA,NA,NA,NA,NA,NA,NA
"5917","ASV_5917","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","g__Boubovia",NA
"5918","ASV_5918","k__Fungi","p__Basidiomycota","c__Basidiomycota_cls_Incertae_sedis","o__Basidiomycota_ord_Incertae_sedis","f__Basidiomycota_fam_Incertae_sedis","g__Basidiomycota_gen_Incertae_sedis",NA
"5919","ASV_5919","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporales_fam_Incertae_sedis","g__Camarosporomyces","s__flavigenus"
"5920","ASV_5920","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Phallales","f__Gastrosporiaceae","g__Gastrosporium","s__gossypinum"
"5921","ASV_5921","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae",NA,NA
"5922","ASV_5922","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Nothodactylariaceae","g__Nothodactylaria",NA
"5923","ASV_5923",NA,NA,NA,NA,NA,NA,NA
"5924","ASV_5924","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Capnodiales","f__Capnodiales_fam_Incertae_sedis","g__Diatractium",NA
"5925","ASV_5925","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Cystoagaricus",NA
"5926","ASV_5926","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Paraphoma",NA
"5927","ASV_5927","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Sporormiaceae","g__Sporormiella",NA
"5928","ASV_5928",NA,NA,NA,NA,NA,NA,NA
"5929","ASV_5929",NA,NA,NA,NA,NA,NA,NA
"5930","ASV_5930","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__equiseti"
"5931","ASV_5931",NA,NA,NA,NA,NA,NA,NA
"5932","ASV_5932","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Didymella","s__glomerata"
"5933","ASV_5933",NA,NA,NA,NA,NA,NA,NA
"5934","ASV_5934",NA,NA,NA,NA,NA,NA,NA
"5935","ASV_5935","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae","g__Pseudeurotiaceae_gen_Incertae_sedis",NA
"5936","ASV_5936","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Geastrales","f__Sclerogastraceae","g__Sclerogaster",NA
"5937","ASV_5937",NA,NA,NA,NA,NA,NA,NA
"5938","ASV_5938",NA,NA,NA,NA,NA,NA,NA
"5939","ASV_5939",NA,NA,NA,NA,NA,NA,NA
"5940","ASV_5940","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Bolbitiaceae","g__Conocybe","s__rickeniana"
"5941","ASV_5941","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Cylindrocladiella",NA
"5942","ASV_5942",NA,NA,NA,NA,NA,NA,NA
"5943","ASV_5943","k__Fungi","p__Ascomycota","c__Leotiomycetes",NA,NA,NA,NA
"5944","ASV_5944","k__Cryptista","p__Katablepharidophyta","c__Katablepharidophyta_cls_Incertae_sedis","o__Katablepharidophyta_ord_Incertae_sedis","f__Katablepharidophyta_fam_Incertae_sedis","g__Katablepharidophyta_gen_Incertae_sedis",NA
"5945","ASV_5945","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Russulales","f__Peniophoraceae","g__Peniophora","s__versiformis"
"5946","ASV_5946",NA,NA,NA,NA,NA,NA,NA
"5947","ASV_5947","k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Trichosporonales","f__Trichosporonaceae","g__Cutaneotrichosporon","s__smithiae"
"5948","ASV_5948","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Psathyrellaceae","g__Coprinopsis","s__clastophylla"
"5949","ASV_5949",NA,NA,NA,NA,NA,NA,NA
"5950","ASV_5950",NA,NA,NA,NA,NA,NA,NA
"5951","ASV_5951","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Caliciales","f__Physciaceae","g__Hyperphyscia","s__adglutinata"
"5952","ASV_5952","k__Fungi",NA,NA,NA,NA,NA,NA
"5953","ASV_5953",NA,NA,NA,NA,NA,NA,NA
"5954","ASV_5954",NA,NA,NA,NA,NA,NA,NA
"5955","ASV_5955","k__Fungi","p__Mucoromycota","c__Mucoromycetes","o__Mucorales","f__Cunninghamellaceae","g__Absidia",NA
"5956","ASV_5956","k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Xylariales","f__Sporocadaceae","g__Morinia","s__acaciae"
"5957","ASV_5957","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","g__Parafenestella","s__salicis"
"5958","ASV_5958",NA,NA,NA,NA,NA,NA,NA
"5959","ASV_5959",NA,NA,NA,NA,NA,NA,NA
"5960","ASV_5960","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","g__Tomentella",NA
"5961","ASV_5961","k__Fungi",NA,NA,NA,NA,NA,NA
"5962","ASV_5962","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymosphaeriaceae","g__Paraconiothyrium","s__estuarinum"
"5963","ASV_5963","k__Fungi",NA,NA,NA,NA,NA,NA
"5964","ASV_5964","k__Fungi","p__Ascomycota",NA,NA,NA,NA,NA
"5965","ASV_5965","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales",NA,NA,NA
"5966","ASV_5966","k__Fungi","p__Ascomycota","c__Pezizomycotina_cls_Incertae_sedis","o__Pezizomycotina_ord_Incertae_sedis","f__Pezizomycotina_fam_Incertae_sedis","g__Tricellula",NA
"5967","ASV_5967","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Helotiales","f__Hyaloscyphaceae","g__Cistella",NA
"5968","ASV_5968",NA,NA,NA,NA,NA,NA,NA
